"sub"	"RT"	"correct"	"category"	"condition"	"conditionName"	"repeatDist"	"targetItem"	"conditionCheck"	"categoryNum"	"phase"	"test"	"conditionNum"	"indivCountC1"	"indivCountC2"	"indivCountC3"	"indivCountC4"
"157"	"5"	1533	1	"SmallFam"	1	"uniform"	0	"SmallFam11.jpg"	1	2	"SixItems"	6	1	15	17	14	14
"158"	"5"	947	1	"BigFam"	1	"uniform"	0	"BigFam5.jpg"	1	1	"SixItems"	6	1	15	17	14	14
"159"	"5"	1014	1	"SmallFam"	1	"uniform"	0	"SmallFam14.jpg"	1	2	"SixItems"	6	1	15	17	14	14
"160"	"5"	1032	1	"SmallFam"	2	"mixed"	0	"SmallFam8.jpg"	2	2	"SixItems"	6	2	15	17	14	14
"161"	"5"	1088	1	"BigFam"	2	"mixed"	0	"BigFam18.jpg"	2	1	"SixItems"	6	2	15	17	14	14
"162"	"5"	1230	1	"BigFam"	2	"mixed"	0	"BigFam7.jpg"	2	1	"SixItems"	6	2	15	17	14	14
"163"	"5"	1375	1	"BigFam"	1	"uniform"	0	"BigFam3.jpg"	1	1	"SixItems"	6	1	15	17	14	14
"164"	"5"	1148	1	"SmallFam"	1	"uniform"	0	"SmallFam6.jpg"	1	2	"SixItems"	6	1	15	17	14	14
"165"	"5"	947	1	"SmallFam"	2	"mixed"	0	"SmallFam20.jpg"	2	2	"SixItems"	6	2	15	17	14	14
"166"	"5"	2838	1	"BigFam"	1	"uniform"	0	"BigFam10.jpg"	1	1	"SixItems"	6	1	15	17	14	14
"167"	"5"	1547	1	"BigFam"	2	"mixed"	0	"BigFam5.jpg"	2	1	"SixItems"	6	2	15	17	14	14
"168"	"5"	2039	1	"SmallFam"	1	"uniform"	0	"SmallFam1.jpg"	1	2	"SixItems"	6	1	15	17	14	14
"169"	"5"	2453	1	"BigFam"	1	"uniform"	0	"BigFam14.jpg"	1	1	"SixItems"	6	1	15	17	14	14
"170"	"5"	2357	1	"BigFam"	2	"mixed"	0	"BigFam10.jpg"	2	1	"SixItems"	6	2	15	17	14	14
"171"	"5"	1320	1	"SmallFam"	2	"mixed"	0	"SmallFam5.jpg"	2	2	"SixItems"	6	2	15	17	14	14
"172"	"5"	2187	1	"SmallFam"	1	"uniform"	0	"SmallFam20.jpg"	1	2	"SixItems"	6	1	15	17	14	14
"173"	"5"	2139	1	"BigFam"	1	"uniform"	0	"BigFam18.jpg"	1	1	"SixItems"	6	1	15	17	14	14
"174"	"5"	1688	1	"SmallFam"	2	"mixed"	0	"SmallFam9.jpg"	2	2	"SixItems"	6	2	15	17	14	14
"175"	"5"	1880	1	"BigFam"	2	"mixed"	0	"BigFam14.jpg"	2	1	"SixItems"	6	2	15	17	14	14
"176"	"5"	2702	1	"SmallFam"	1	"uniform"	0	"SmallFam16.jpg"	1	2	"SixItems"	6	1	15	17	14	14
"177"	"5"	2329	1	"SmallFam"	2	"mixed"	0	"SmallFam17.jpg"	2	2	"SixItems"	6	2	15	17	14	14
"178"	"5"	1622	1	"BigFam"	2	"mixed"	0	"BigFam9.jpg"	2	1	"SixItems"	6	2	15	17	14	14
